created_at,source,original_text,lang,sentiment,favorite_count,retweet_count,polarity,subjectivity,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Jun 18 19:01:29 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,en,"Sentiment(polarity=0.0, subjectivity=0.0)",133,91,0.0,0.0,reemazbutcher,124,85,,[],,Cyprus/بوظبي 
Fri Jun 18 19:01:33 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Comparing the #Covid19 vaccines developed by Pfizer, Moderna, and Johnson &amp; Johnson #VaccinesSaveLives #MedTwitter
https://t.co/Rf8Y87GjWz",en,"Sentiment(polarity=0.1, subjectivity=0.3)",0,0,0.1,0.3,AngeloVolandes,2708,120,False,"['#Covid19', '#VaccinesSaveLives', '#MedTwitter']",,"Boston, MA"
Fri Jun 18 19:01:33 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Comparing the #Covid19 vaccines developed by Pfizer, Moderna, and Johnson &amp; Johnson #VaccinesSaveLives #MedTwitter
https://t.co/FoSZcu7Tpw",en,"Sentiment(polarity=0.1, subjectivity=0.3)",0,0,0.1,0.3,acpdecisions,1112,440,,"['#Covid19', '#VaccinesSaveLives', '#MedTwitter']",,"Boston, MA"
Fri Jun 18 19:01:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
Sanjeevan Hospital Erand PMCP
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1,12… https://t.co/uxBfucwW9a",en,"Sentiment(polarity=-0.75, subjectivity=1.0)",0,0,-0.75,1.0,PuneUpdater,88,0,False,[],,
Fri Jun 18 19:01:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1058,0,… https://t.co/KxuAYULzPS",en,"Sentiment(polarity=-0.75, subjectivity=1.0)",0,0,-0.75,1.0,PuneUpdater,88,0,False,[],,
Fri Jun 18 19:01:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [18,45],
Dose1 Capacity: 0,
Dose2 Capa… https://t.co/wyFYlHi6wZ",en,"Sentiment(polarity=-0.75, subjectivity=1.0)",0,0,-0.75,1.0,PuneUpdater,88,0,,[],,
Fri Jun 18 19:01:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 413,27… https://t.co/vedskw2J3t",en,"Sentiment(polarity=-0.75, subjectivity=1.0)",0,0,-0.75,1.0,PuneUpdater,88,0,False,[],,
Fri Jun 18 19:01:44 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",en,"Sentiment(polarity=0.5083333333333333, subjectivity=0.7833333333333333)",749,247,0.5083333333333333,0.7833333333333333,UmbertoCiccole1,416,369,False,"['#WeCanDoThis', '#COVID19']",,
Fri Jun 18 19:01:46 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","About #COVID19 vaccines @ndtv, 14 Jun (1/2)
- Don’t expect very efficient &amp; safe COVID19 vax
- In short term, vax from good companies can be helped
- Weakness of vax: less efficiency against novel variants , lack of vax studies, safety data, &amp; knowledge of gain-of-functions virus",en,"Sentiment(polarity=0.24666666666666665, subjectivity=0.3533333333333334)",1672,1158,0.24666666666666665,0.3533333333333334,SoarForFreedom,2303,2237,False,['#COVID19'],"{'screen_name': 'ndtv', 'name': 'NDTV', 'id': 37034483, 'id_str': '37034483', 'indices': [24, 29]}",East Coast 
Fri Jun 18 19:01:48 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",en,"Sentiment(polarity=0.13333333333333333, subjectivity=0.45555555555555555)",314,153,0.13333333333333333,0.45555555555555555,AnitaMakanjuola,83,408,,[],,"Birmingham, England"
Fri Jun 18 19:02:00 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK",en,"Sentiment(polarity=0.3333333333333333, subjectivity=0.7314814814814815)",0,0,0.3333333333333333,0.7314814814814815,RealRyanJKaz,3066,5001,,['#COVID19'],,"Connecticut, USA"
Fri Jun 18 19:02:10 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Israel is helping save Palestinian lives.

While the Palestinian Authority has full responsibility for Palestinian healthcare in the West Bank and Gaza under the 1995 Oslo II Accords, Israel is sending more than 1 million vaccine doses to help it fight #COVID19.

#ThisIsIsrael",en,"Sentiment(polarity=0.425, subjectivity=0.525)",64,20,0.425,0.525,DeborahNotAnon,1732,2966,False,"['#COVID19', '#ThisIsIsrael']",,"BehindTheRedwoodCurtain, CA"
Fri Jun 18 19:02:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Per Haaretz, Israel to transfer 1.2 million Pfizer does to Palestinians. Decision being moved forward by new Health Minister Nitzan Horowitz (Meretz) after previous Netanyahu government delayed implementation. https://t.co/BbhtzdSxTD",en,"Sentiment(polarity=-0.015151515151515152, subjectivity=0.3106060606060606)",0,0,-0.015151515151515152,0.3106060606060606,MAAWLAW,4353,944,False,[],"{'screen_name': 'pfizer', 'name': 'Pfizer Inc.', 'id': 56488059, 'id_str': '56488059', 'indices': [107, 114]}",
Fri Jun 18 19:02:17 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Museveni says #Uganda's #COVID19 vaccine will be better than all the existing vaccines because it covers all the existing variants. The Ugandan vaccine has been administered to 70 patients and 58 have so far recovered. Vaccine will soon hit the 120-patient threshold #M7Address,en,"Sentiment(polarity=0.3, subjectivity=0.75)",32,14,0.3,0.75,KalembeG,58,121,False,"['#Uganda', '#COVID19', '#M7Address']",,Kampala
Fri Jun 18 19:02:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Israel agrees to send Covid-19 vaccines to the Palestinian Authority in an exchange deal, after being criticized for not helping to quell the virus in the occupied West Bank and Gaza https://t.co/0NfDCAxlvO",en,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0.0,0.0,MAAWLAW,4353,944,,[],,
Fri Jun 18 19:02:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",17) the main problem with #DeltaVariant is that the 1 dose strategy isn’t good anymore. 1 dose vaccine efficacy is likely just ~33% or so with either AstraZeneca or Pfizer. That is trouble for millions that aren’t two dose vaccinated yet.,en,"Sentiment(polarity=0.16666666666666663, subjectivity=0.5333333333333333)",143,76,0.16666666666666663,0.5333333333333333,RandomSobriquet,1716,807,False,['#DeltaVariant'],,🇦🇺
Fri Jun 18 19:02:24 +0000 2021,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","#FridayVaccineFacts: what is #BringingSummerBack?

Bring Summer Back is a fun, flexible, community-centered approac… https://t.co/nhzVtDxwxN",en,"Sentiment(polarity=0.15, subjectivity=0.1)",0,0,0.15,0.1,ncdhhs,45530,932,False,"['#FridayVaccineFacts', '#BringingSummerBack']",,"Raleigh, NC"
Fri Jun 18 19:02:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Covid19 vaccines reach the remotest places of Jammu &amp; Kashmir's Gujjars, Bakarwals community. 

Healthcare staff, @BJP4India and @RSSorg karyakartas travel long distances in terrains to take forward the #VaccinationDrive. https://t.co/sFNNxzFSRv",en,"Sentiment(polarity=-0.05, subjectivity=0.4)",77,54,-0.05,0.4,riyaroy64265805,3,9,False,['#VaccinationDrive'],"{'screen_name': 'BJP4India', 'name': 'BJP', 'id': 207809313, 'id_str': '207809313', 'indices': [118, 128]}",
Fri Jun 18 19:02:34 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","On hour 2 of #SciFriLive📻: 

😷 #COVID19 vaccines may not be enough to protect immunocompromised people
📚 The best #SciFi books to read this summer

Tune in to your local public radio station or press play below!
https://t.co/p13XDga2pG",en,"Sentiment(polarity=0.25, subjectivity=0.21666666666666667)",1,2,0.25,0.21666666666666667,lbbiology,384,833,,"['#SciFriLive', '#COVID19', '#SciFi']",,"Charlottesville, VA"
Fri Jun 18 19:02:36 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","These vaccines have been proven to be effective in preventing severe illness, hospitalization &amp; death. It’s how we avoid ever going through what we went through with #COVID19 last year. #VaxNevadaDays",en,"Sentiment(polarity=0.3, subjectivity=0.43333333333333335)",14,5,0.3,0.43333333333333335,clashpandaRay1,1735,5000,,"['#COVID19', '#VaxNevadaDays']",,Yes I'm a Former Clasher=)
Fri Jun 18 19:02:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Appearing on @Benzinga Power Hour, Vaxart CEO Andrei Floroiu calls our oral #COVID19 tablet vaccine now under development ""revolutionary"" and ""the Tesla of vaccines."" Watch here: https://t.co/NxcQYTPfc4 $VXRT https://t.co/NVJOjF68Qq",en,"Sentiment(polarity=0.0, subjectivity=0.0)",14,2,0.0,0.0,meSkeet77,18,141,,['#COVID19'],"{'screen_name': 'Benzinga', 'name': 'Benzinga', 'id': 44060322, 'id_str': '44060322', 'indices': [13, 22]}",South Cackalaky
Fri Jun 18 19:02:42 +0000 2021,"<a href=""https://www.fiscalhealthnc.com"" rel=""nofollow"">Covid19NC</a>","#FridayVaccineFacts: what is #BringingSummerBack?

Bring Summer Back is a fun, flexible, community-centered approach to providing safe and effective COVID-19 vaccines to those 12+ in NC. 

Learn more at https://t.co/CB9eQr5aVp https://t.co/k4XUcmgKpY",en,"Sentiment(polarity=0.38, subjectivity=0.4)",1,1,0.38,0.4,coronavirusnc,302,23,,"['#FridayVaccineFacts', '#BringingSummerBack']",,North Carolina
Fri Jun 18 19:02:46 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",en,"Sentiment(polarity=0.1958333333333333, subjectivity=0.2875)",95,95,0.1958333333333333,0.2875,johanefeld,1237,458,False,['#COVID19'],,http://goo.gl/QIQfcL
Fri Jun 18 19:02:47 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",From beer to blenders - 5 creative ways people are being persuaded to get their COVID-19 vaccination https://t.co/yUFzQCxw4d #COVID19 #vaccines https://t.co/B2jtSmezrz,en,"Sentiment(polarity=0.5, subjectivity=1.0)",41,16,0.5,1.0,SFurmidge,26,96,,"['#COVID19', '#vaccines']",,United States
Fri Jun 18 19:02:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",en,"Sentiment(polarity=-0.23645833333333335, subjectivity=0.3375)",907,507,-0.23645833333333335,0.3375,WilsonRwamugabo,99,446,False,['#COVID19'],"{'screen_name': 'DailyMonitor', 'name': 'Daily Monitor', 'id': 35697740, 'id_str': '35697740', 'indices': [257, 270]}",Kampala Uganda
Fri Jun 18 19:03:01 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",17) the main problem with #DeltaVariant is that the 1 dose strategy isn’t good anymore. 1 dose vaccine efficacy is likely just ~33% or so with either AstraZeneca or Pfizer. That is trouble for millions that aren’t two dose vaccinated yet. https://t.co/fQ5QC7a3xm,en,"Sentiment(polarity=0.16666666666666663, subjectivity=0.5333333333333333)",143,77,0.16666666666666663,0.5333333333333333,amanda_pompili,2430,2603,,['#DeltaVariant'],,"Pawtucket, RI"
Fri Jun 18 19:03:02 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Could the U.S. Have Saved More Lives? 5 Alternate Scenarios for the Vaccine Rollout 
#COVID19 #MARKEDBYCOVID
@SurvivorsChange 
https://t.co/mFHc7hM7ql",en,"Sentiment(polarity=0.25, subjectivity=0.25)",6,1,0.25,0.25,JulieWallaceCT,872,4996,False,"['#COVID19', '#MARKEDBYCOVID']","{'screen_name': 'SurvivorsChange', 'name': 'COVID Survivors for Change', 'id': 1304810770597687296, 'id_str': '1304810770597687296', 'indices': [109, 125]}",Ohio
Fri Jun 18 19:03:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""We should waive all the laws that prevent the easy movement of vaccines throughout the world. We should work without barriers or borders. The whole human race must unite to fight against the contagion.""-  KK @shailajateacher speaking at #VaccineInternationalism Summit https://t.co/yggdhW7pOD",en,"Sentiment(polarity=0.2111111111111111, subjectivity=0.4444444444444445)",0,0,0.2111111111111111,0.4444444444444445,reshmagar,1707,1926,,['#VaccineInternationalism'],"{'screen_name': 'shailajateacher', 'name': 'Shailaja Teacher', 'id': 2780361002, 'id_str': '2780361002', 'indices': [25, 41]}","New Haven, CT, United States"
Fri Jun 18 19:03:21 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Correct,en,"Sentiment(polarity=0.0, subjectivity=0.0)",2,2,0.0,0.0,duderise,1379,1001,False,[],,Idk anymore
Fri Jun 18 19:03:27 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I think it’s important that we don’t sell COVAX short. It still has a lot going for it and is innovative in its design. But it needs more vaccines to share.  We’re hoping our low cost @TexasChildrens recombinant protein COVID19 vaccine with @biological_e will help fill some gaps,en,"Sentiment(polarity=0.27999999999999997, subjectivity=0.6199999999999999)",73,21,0.27999999999999997,0.6199999999999999,AmyAyers16,5736,5594,False,[],"{'screen_name': 'TexasChildrens', 'name': ""Texas Children's"", 'id': 15393700, 'id_str': '15393700', 'indices': [184, 199]}",Virginia 
Fri Jun 18 19:03:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with and without booster) and Abdala were tested in 85K+ volunteers in Havana and eastern Cuba. @BioCubaFarma @FinlayInstituto @cda_dc @WOLA_org @aperezriverol https://t.co/GkrwLdJX1M,en,"Sentiment(polarity=-0.1625, subjectivity=0.2375)",66,38,-0.1625,0.2375,Ernesto83621109,2855,2378,,"['#Cuban', '#COVID19', '#vaccines']","{'screen_name': 'BioCubaFarma', 'name': 'BioCubaFarma', 'id': 983814956058578945, 'id_str': '983814956058578945', 'indices': [214, 227]}",Cuba
Fri Jun 18 19:03:40 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Covid live: Delta variant becoming globally dominant, WHO says as expert calls Africa’s case trajectory ‘very, very… https://t.co/BWHGUUeGRI",en,"Sentiment(polarity=0.1965909090909091, subjectivity=0.41250000000000003)",0,0,0.1965909090909091,0.41250000000000003,AMAinsight,540,1452,,[],,
Fri Jun 18 19:03:41 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","11) But is it just a SinoVac issue though? Unclear, in a Calgary 🇨🇦 hospital, or the 6 #DeltaVariant infected healthcare workers, 5 were fully vaccinated with 2 doses of mRNA vaccines too. That sparked infection across different units of the hospital. Delta is a problem. https://t.co/AF4BITFvgH",en,"Sentiment(polarity=0.0, subjectivity=0.6)",98,57,0.0,0.6,Jehane94,4502,2512,,['#DeltaVariant'],,Failed State
Fri Jun 18 19:03:45 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I can't believe people are still buying into the lies and propaganda. And yet despite the wealth of information with regards the dangers of the vax: people are still willing participants for these experimental 💉. The stupidity is astounding.,en,"Sentiment(polarity=0.05, subjectivity=0.65)",0,2,0.05,0.65,Nick29433777,245,1966,False,[],,Nowhere yet everywhere
Fri Jun 18 19:03:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Alpha, Beta &amp; Delta: We break down everything you need to know about the three #COVID19 variants that have been detected in South Africa. https://t.co/qUKxxOxH11 https://t.co/SQ4GY6Rjj0",en,"Sentiment(polarity=-0.15555555555555559, subjectivity=0.2888888888888889)",1,1,-0.15555555555555559,0.2888888888888889,Skatiq3,77,430,False,['#COVID19'],,"Rustenburg, South Africa"
Fri Jun 18 19:04:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",en,"Sentiment(polarity=0.5083333333333333, subjectivity=0.7833333333333333)",752,248,0.5083333333333333,0.7833333333333333,AmyAyers16,5736,5594,False,"['#WeCanDoThis', '#COVID19']",,Virginia 
Fri Jun 18 19:04:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""Can I be fired if I don’t get vaccinated?"" 

""Can I ask my employee to get vaccinated?"" 

These were some questions people around me were debating, so I asked experts about #vaccines and the workplace: https://t.co/KEglIrEPWB #COVID19 @TorontoStar",en,"Sentiment(polarity=0.0, subjectivity=0.0)",15,7,0.0,0.0,ChristyCeeCK,1797,3781,False,"['#vaccines', '#COVID19']","{'screen_name': 'TorontoStar', 'name': 'Toronto Star', 'id': 12848262, 'id_str': '12848262', 'indices': [236, 248]}",Canada
Fri Jun 18 19:04:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID.  I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines. https://t.co/WcVq32s9WD",en,"Sentiment(polarity=3.700743415417188e-17, subjectivity=0.6333333333333334)",555,361,3.700743415417188e-17,0.6333333333333334,salrashdan3,158,1050,False,[],,Kuwait
Fri Jun 18 19:04:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Getting the right information about the vaccines can really pay off💉💪. Learn more here👇,en,"Sentiment(polarity=0.32857142857142857, subjectivity=0.41190476190476194)",31,7,0.32857142857142857,0.41190476190476194,sharadjindal12,1,71,False,[],,India sriganganagar Rajasthan
Fri Jun 18 19:04:29 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",en,"Sentiment(polarity=0.5083333333333333, subjectivity=0.7833333333333333)",753,249,0.5083333333333333,0.7833333333333333,wisequackranch,2225,3991,False,"['#WeCanDoThis', '#COVID19']",,
Fri Jun 18 19:04:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",en,"Sentiment(polarity=0.1958333333333333, subjectivity=0.2875)",97,96,0.1958333333333333,0.2875,jwacarrollNZ,1260,2914,False,['#COVID19'],,
Fri Jun 18 19:04:31 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",en,"Sentiment(polarity=0.1958333333333333, subjectivity=0.2875)",97,97,0.1958333333333333,0.2875,AnjolieSingh,286,166,False,['#COVID19'],,delhi
Fri Jun 18 19:04:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@saulowize I'm pissed at Musenero. I owe people apologies for defending her just because she was my General Medicin… https://t.co/tS3kBTDnvl,en,"Sentiment(polarity=0.05000000000000002, subjectivity=0.5)",0,0,0.05000000000000002,0.5,fobita,1090,309,False,[],"{'screen_name': 'saulowize', 'name': 'The Wizeass™', 'id': 34935174, 'id_str': '34935174', 'indices': [0, 10]}",Pajule
Fri Jun 18 19:04:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","As of June 17th, T&amp;T has administered 201,313 doses of a WHO-approved #COVID19 vaccine. The country has approximately 56% of available stock remaining.

In Tobago, that number is lower at 15% (June 17th) with 3,000 Sinopharm doses arriving on Monday.

https://t.co/9NsIhQXxpU https://t.co/cVGwSlnmxl",en,"Sentiment(polarity=0.0, subjectivity=0.5)",0,0,0.0,0.5,KhJanelle,414,636,False,['#COVID19'],"{'screen_name': 'kramTT', 'name': 'THMJKR - Juniper Juice fan 🇹🇹🐞👨🏾\u200d⚖️🇳🇱', 'id': 896181, 'id_str': '896181', 'indices': [0, 7]}",Venus
Fri Jun 18 19:04:55 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Covid live: Delta variant becoming globally dominant, WHO says as expert calls Africa’s case trajectory ‘very, very concerning’ https://t.co/cTP2htRSGM",en,"Sentiment(polarity=0.2115909090909091, subjectivity=0.43500000000000005)",1,1,0.2115909090909091,0.43500000000000005,ana_captures,2509,3129,,[],,"London, England"
Fri Jun 18 19:04:55 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",en,"Sentiment(polarity=0.09375, subjectivity=0.28125)",136,78,0.09375,0.28125,julbeelee,259,808,False,['#COVID19'],,
Fri Jun 18 19:04:59 +0000 2021,"<a href=""https://paper.li"" rel=""nofollow"">Paper.li</a>",News from the African Continent https://t.co/2TdVtI4Ivt #news #Africa Thanks to @HimanshuJayhind #tigray #covid19,en,"Sentiment(polarity=0.1, subjectivity=0.1)",0,0,0.1,0.1,WhosWhoRSA,584,253,False,"['#news', '#Africa', '#tigray', '#covid19']","{'screen_name': 'HimanshuJayhind', 'name': 'Himanshu Jaihind', 'id': 939145979596562432, 'id_str': '939145979596562432', 'indices': [80, 96]}",South Africa
Fri Jun 18 19:05:00 +0000 2021,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>",News from the African Continent https://t.co/2TdVtI4Ivt #news #Africa Thanks to @HimanshuJayhind #tigray #covid19,en,"Sentiment(polarity=0.1, subjectivity=0.1)",0,1,0.1,0.1,viralvideovlogs,6856,4582,False,"['#news', '#Africa', '#tigray', '#covid19']","{'screen_name': 'HimanshuJayhind', 'name': 'Himanshu Jaihind', 'id': 939145979596562432, 'id_str': '939145979596562432', 'indices': [80, 96]}",കേരളം
Fri Jun 18 19:05:01 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Where is the sensible middle ground on #COVID19 ‘vaccines’ ?

Like most people, I’m generally pro vaccination because I can see that the benefits far outweigh the costs.

However, a solid case has yet to be made with regards to these experimental gene therapies.

A thread (1)",en,"Sentiment(polarity=0.125, subjectivity=0.4166666666666667)",0,0,0.125,0.4166666666666667,Kathlee96724497,278,578,False,['#COVID19'],,
Fri Jun 18 19:05:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,en,"Sentiment(polarity=0.0, subjectivity=0.0)",134,92,0.0,0.0,Iovesway,29,81,False,[],,5
Fri Jun 18 19:05:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","List of vaccines which don't work against #COVID19 variants after 2 doses:

1.
2.
3. 
4. 

Please...go and get vaccinated! 💉",en,"Sentiment(polarity=0.0, subjectivity=0.0)",368,99,0.0,0.0,stephantelka,1513,2218,False,['#COVID19'],,"iPhone: 45.415325,-75.690834"
Fri Jun 18 19:05:20 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Are #Covid19 Vaccines really Free @POTUS @VP ? That serial espoused claim by Joe Biden is highly bogus and snake oi… https://t.co/giKD6J8Y5i,en,"Sentiment(polarity=0.28, subjectivity=0.6699999999999999)",0,0,0.28,0.6699999999999999,360CNN,4206,4993,False,['#Covid19'],"{'screen_name': 'POTUS', 'name': 'President Biden', 'id': 1349149096909668363, 'id_str': '1349149096909668363', 'indices': [34, 40]}","West Coast, USA"
Fri Jun 18 19:05:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Museveni says #Uganda's #COVID19 vaccine will be better than all the existing vaccines because it covers all the existing variants. The Ugandan vaccine has been administered to 70 patients and 58 have so far recovered. Vaccine will soon hit the 120-patient threshold #M7Address,en,"Sentiment(polarity=0.3, subjectivity=0.75)",0,0,0.3,0.75,graffitieyes,356,286,,"['#Uganda', '#COVID19', '#M7Address']",,uganda
Fri Jun 18 19:05:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Alpha, Beta &amp; Delta: We break down everything you need to know about the three #COVID19 variants that have been detected in South Africa. https://t.co/qUKxxOxH11 https://t.co/SQ4GY6Rjj0",en,"Sentiment(polarity=-0.15555555555555559, subjectivity=0.2888888888888889)",1,2,-0.15555555555555559,0.2888888888888889,british2012,593,2336,False,['#COVID19'],,Kempton Park
